feature	FTA-10_1	FTA-1_1	FTA-11_1	FTA-12_1	FTA-13_1	FTA-14_1	FTA-15_1	FTA-16_1	FTA-17_1	FTA-18_1	FTA-19_1	FTA-20_1	FTA-2_1	FTA-23_1	FTA-24_1	FTA-3_1	FTA-4_1	FTA-5_1	FTA-6_1	FTA-9_1	FTC-10_1	FTC-1_1	FTC-11_1	FTC-12_1	FTC-13_1	FTC-14_1	FTC-15_1	FTC-16_1	FTC-17_1	FTC-18_1	FTC-19_1	FTC-20_1	FTC-2_1	FTC-21_1	FTC-22_1	FTC-3_1	FTC-4_1	FTC-5_1	FTC-6_1	FTC-7_1	FTC-8_1
30961_40_60_+|genomic|30961_40_60_+|peak_112|30961|40|60	1	1	9	0	1	1	0	0	1	0	30	32	2	30	41	0	1	64	38	2	0	28	2	1	1	0	0	48	29	37	36	1	4	51	33	9	42	2	1	0	0
30969_0_20_+|genomic|30969_0_20_+|peak_113|30969|0|20	39	35	22	60	10	18	42	23	6	24	27	18	42	24	31	17	28	38	82	16	37	29	16	14	7	12	2	24	27	24	28	21	93	27	23	43	32	81	19	34	23
30970_0_20_+|genomic|30970_0_20_+|peak_114|30970|0|20	19	31	13	10	8	9	8	9	5	9	6	2	9	6	11	6	10	11	19	6	11	8	3	7	4	7	5	6	2	7	10	9	28	5	7	21	6	33	7	3	10
30973_40_60_+|genomic|30973_40_60_+|peak_115|30973|40|60	6	17	11	9	52	6	10	17	2	6	17	8	3	16	23	3	5	37	20	1	3	15	1	6	2	3	2	15	12	12	13	2	28	21	11	37	20	9	5	14	1
30985_40_60_+|genomic|30985_40_60_+|peak_116|30985|40|60	9	5	6	9	18	10	6	6	5	0	18	5	11	5	7	3	3	39	34	2	5	10	5	9	3	2	5	9	4	4	14	0	27	15	8	36	10	14	2	1	5
30987_0_40_+|genomic|30987_0_40_+|peak_117|30987|0|40	13	46	63	42	28	33	27	29	20	50	18	15	23	24	30	9	30	72	44	14	25	18	15	14	13	8	9	22	21	29	28	15	115	36	16	51	24	63	17	40	28
30990_0_20_+|genomic|30990_0_20_+|peak_118|30990|0|20	26	47	51	17	210	6	4	8	36	9	121	91	6	109	156	1	1	10	11	1	10	149	22	95	12	15	10	150	142	130	137	3	86	187	123	60	174	0	3	43	7
31483_0_72_+|genomic|31483_0_72_+|peak_119|31483|0|72	80	230	204	261	5666	195	73	177	87	128	194	58	121	49	88	55	131	239	337	51	113	79	111	136	175	77	54	100	82	86	98	78	341	132	68	350	92	187	105	180	75
31484_40_73_+|genomic|31484_40_73_+|peak_120|31484|40|73	6	19	7	9	49	11	10	10	1	9	19	8	8	8	19	4	4	47	24	4	4	12	1	9	5	2	2	14	15	11	18	2	28	24	10	29	16	18	5	19	2
31485_0_72_+|genomic|31485_0_72_+|peak_121|31485|0|72	72	241	221	250	5512	204	79	188	88	148	222	54	119	60	87	69	133	243	342	68	117	81	112	136	155	80	57	96	85	86	106	82	310	117	59	363	92	197	87	160	98
31864_0_40_+|genomic|31864_0_40_+|peak_122|31864|0|40	6	5	33	6	5	9	3	3	17	7	39	12	9	25	38	3	6	60	115	8	11	34	13	50	3	1	8	35	27	31	41	2	123	45	26	74	35	7	4	9	12
32723_0_60_+|genomic|32723_0_60_+|peak_123|32723|0|60	40	75	107	81	92	209	34	172	29	63	40	6	86	8	10	50	49	19	32	55	163	16	95	24	50	20	45	20	21	17	24	48	127	25	14	140	25	101	48	64	39
32724_20_60_+|genomic|32724_20_60_+|peak_124|32724|20|60	17	13	13	16	18	15	34	23	3	20	18	5	7	8	8	7	14	37	68	5	6	5	4	7	10	12	13	12	3	11	13	20	60	10	8	36	14	30	10	17	4
33463_40_73_+|genomic|33463_40_73_+|peak_125|33463|40|73	3	16	8	9	50	7	5	9	3	6	15	11	6	11	12	4	8	40	31	4	3	3	1	6	5	0	1	17	9	10	18	1	27	13	12	38	12	11	3	17	1
34158_0_60_+|genomic|34158_0_60_+|peak_126|34158|0|60	44	68	95	104	98	192	40	178	31	67	43	6	68	11	18	40	45	28	33	61	146	13	83	21	42	26	28	16	21	16	21	45	136	24	12	124	18	100	40	60	40
34160_0_60_+|genomic|34160_0_60_+|peak_127|34160|0|60	42	60	87	76	67	110	24	118	21	55	24	5	61	11	14	21	23	16	25	48	124	20	53	16	45	23	24	14	10	11	17	31	96	26	12	102	15	57	27	57	43
34161_0_60_+|genomic|34161_0_60_+|peak_128|34161|0|60	33	46	91	73	76	86	18	157	22	39	35	8	47	11	7	21	31	16	25	29	111	16	64	25	39	12	22	16	20	9	21	23	119	17	11	103	32	59	28	52	31
34162_0_60_+|genomic|34162_0_60_+|peak_129|34162|0|60	39	65	94	99	98	204	33	180	27	83	39	11	62	4	13	49	53	24	42	44	159	19	92	34	49	20	25	16	20	18	21	51	138	21	16	137	17	101	46	59	50
34166_0_60_+|genomic|34166_0_60_+|peak_130|34166|0|60	41	90	112	115	94	186	25	173	35	59	41	6	82	15	11	51	53	24	41	68	176	17	89	24	53	19	43	23	14	15	27	47	121	21	12	118	24	105	54	52	47
34168_0_60_+|genomic|34168_0_60_+|peak_131|34168|0|60	32	51	88	77	60	103	22	141	10	45	35	8	56	7	11	28	33	15	25	39	115	17	44	23	45	19	29	11	11	5	15	35	106	17	10	106	15	60	35	50	35
34171_0_60_+|genomic|34171_0_60_+|peak_132|34171|0|60	84	127	210	189	82	306	49	219	55	153	85	19	74	15	33	90	134	20	22	115	212	30	114	70	92	71	115	28	26	27	32	82	154	34	20	185	34	135	45	85	58
34174_0_60_+|genomic|34174_0_60_+|peak_133|34174|0|60	36	73	96	129	99	196	35	166	20	64	30	7	58	10	11	39	50	16	32	59	163	14	91	40	51	27	31	18	16	12	14	39	135	17	10	132	23	89	37	51	56
35057_0_40_+|genomic|35057_0_40_+|peak_134|35057|0|40	46	158	467	331	466	408	73	268	118	140	123	16	201	25	21	149	107	33	47	168	258	24	221	151	109	169	106	26	29	36	43	140	299	55	19	226	35	290	208	346	173
35058_0_71_+|genomic|35058_0_71_+|peak_135|35058|0|71	110	250	534	395	937	793	89	356	223	155	223	38	253	41	62	153	171	123	134	220	494	53	410	195	188	341	276	71	77	91	83	185	401	110	43	352	74	358	296	439	207
35059_40_60_+|genomic|35059_40_60_+|peak_136|35059|40|60	0	1	9	1	2	0	0	0	1	0	14	28	0	19	39	0	0	109	67	1	0	27	1	0	2	1	1	37	21	25	28	1	2	40	22	8	36	2	1	0	0
35060_0_71_+|genomic|35060_0_71_+|peak_137|35060|0|71	87	249	527	404	873	782	110	369	211	186	250	40	233	45	66	153	170	131	128	226	524	59	394	162	170	335	243	69	75	80	87	179	385	106	43	331	67	356	275	428	201
35061_0_60_+|genomic|35061_0_60_+|peak_138|35061|0|60	82	223	523	395	902	793	117	319	242	178	237	35	240	38	57	164	176	116	130	221	768	52	517	196	199	464	391	44	67	80	87	210	381	106	41	306	81	367	310	444	187
35320_0_40_+|genomic|35320_0_40_+|peak_139|35320|0|40	8	15	5	3	6	5	19	9	5	9	2	10	5	11	16	4	4	22	16	14	7	19	6	3	6	2	2	14	20	21	13	7	27	22	13	25	22	13	3	4	3
35692_40_60_+|genomic|35692_40_60_+|peak_140|35692|40|60	6	14	9	8	62	8	5	9	1	10	12	15	7	5	14	2	1	40	25	4	5	17	1	9	6	4	1	16	13	9	20	2	31	19	8	34	10	15	3	16	1
35831_60_80_+|genomic|35831_60_80_+|peak_141|35831|60|80	4	11	4	2	16	10	1	14	5	3	9	9	7	8	13	1	9	33	20	6	6	12	7	7	4	8	2	13	12	5	14	2	12	17	11	20	7	9	6	9	0
35832_0_20_+|genomic|35832_0_20_+|peak_142|35832|0|20	36	58	62	28	219	17	9	21	44	13	117	99	11	127	167	8	8	24	31	9	21	168	32	110	15	23	14	174	126	148	165	8	105	181	123	79	169	16	6	44	9
35943_0_40_+|genomic|35943_0_40_+|peak_143|35943|0|40	31	93	100	69	52	45	36	43	29	55	43	52	24	44	66	103	161	274	259	143	48	62	21	39	20	15	13	67	56	55	59	29	136	66	48	119	46	489	37	35	52
35974_0_72_+|genomic|35974_0_72_+|peak_144|35974|0|72	299	400	259	355	1189	188	542	265	99	208	421	182	175	195	267	98	281	405	727	120	203	243	154	621	99	128	47	287	203	238	290	344	1008	310	172	530	300	707	111	289	82
36013_0_60_+|genomic|36013_0_60_+|peak_145|36013|0|60	23	86	69	41	797	59	19	55	23	25	71	116	38	134	167	28	36	61	62	16	20	155	19	452	20	39	19	163	149	177	164	25	127	201	133	100	174	38	14	75	16
36070_0_60_+|genomic|36070_0_60_+|peak_146|36070|0|60	14	40	82	61	205	101	21	53	25	37	76	23	36	24	32	17	34	105	93	37	64	27	52	31	23	33	37	39	32	32	39	34	80	48	20	85	34	44	18	54	31
36072_0_60_+|genomic|36072_0_60_+|peak_147|36072|0|60	14	39	83	65	182	110	19	51	27	33	78	28	37	15	34	11	39	100	103	40	70	22	53	30	28	37	44	35	27	36	40	39	93	46	28	80	40	51	18	57	27
36074_0_60_+|genomic|36074_0_60_+|peak_148|36074|0|60	24	46	78	68	200	103	16	53	27	36	69	19	39	20	37	25	38	106	113	41	74	23	53	44	25	33	25	35	31	29	40	26	74	62	19	85	36	57	25	62	28
36076_0_60_+|genomic|36076_0_60_+|peak_149|36076|0|60	17	54	70	69	188	113	16	63	31	28	75	23	39	29	34	18	42	109	110	42	62	33	52	42	25	40	39	28	37	39	57	32	80	48	24	100	38	44	23	63	26
36080_20_60_+|genomic|36080_20_60_+|peak_150|36080|20|60	3	20	21	15	18	27	8	16	9	9	6	2	11	6	2	8	8	17	15	7	33	6	13	4	6	9	8	7	5	7	4	8	204	7	5	18	3	34	11	9	2
36082_40_60_+|genomic|36082_40_60_+|peak_151|36082|40|60	3	15	6	7	8	2	16	4	3	6	16	5	14	6	5	3	8	15	33	5	6	5	9	19	6	0	1	4	4	4	7	1	19	7	2	20	5	20	3	8	1
36083_40_72_+|genomic|36083_40_72_+|peak_152|36083|40|72	0	13	3	5	2	2	4	16	2	8	2	8	11	16	13	25	14	18	13	3	2	15	5	0	4	2	1	17	11	12	13	1	7	9	13	13	11	33	0	2	1
36088_0_71_+|genomic|36088_0_71_+|peak_153|36088|0|71	88	217	513	389	877	792	119	344	225	154	261	41	247	40	67	181	185	130	140	237	547	61	427	193	202	334	286	65	68	79	101	178	381	117	48	343	69	337	289	442	208
36089_0_72_+|genomic|36089_0_72_+|peak_154|36089|0|72	86	248	186	281	5677	197	66	210	87	127	199	69	136	64	85	53	122	233	345	55	111	70	103	144	166	74	60	92	79	74	106	94	343	128	57	333	107	218	95	164	97
36090_20_60_+|genomic|36090_20_60_+|peak_155|36090|20|60	4	14	17	13	22	31	6	25	5	7	6	0	19	4	10	11	13	14	18	13	28	2	13	3	11	10	8	3	5	7	5	6	216	7	3	21	2	21	10	12	2
36091_0_72_+|genomic|36091_0_72_+|peak_156|36091|0|72	287	870	2944	1973	2550	2559	606	1643	851	678	917	70	1018	81	107	119	223	115	155	105	1488	190	1586	1114	817	294	216	216	204	162	365	735	2651	309	94	3817	253	247	864	1632	592
36092_0_72_+|genomic|36092_0_72_+|peak_157|36092|0|72	74	249	225	291	5557	202	78	205	78	132	193	57	123	61	97	57	134	245	378	53	124	79	106	147	171	70	53	105	79	78	108	68	322	145	62	347	113	220	93	162	77
36093_20_60_+|genomic|36093_20_60_+|peak_158|36093|20|60	6	17	18	17	26	29	4	14	4	5	4	2	19	4	4	8	17	16	17	7	27	4	15	5	6	9	10	4	3	9	6	7	220	9	2	20	4	10	11	10	2
36094_0_72_+|genomic|36094_0_72_+|peak_159|36094|0|72	276	830	2904	1951	2563	2518	592	1723	836	704	864	81	1041	88	107	123	263	99	159	102	1558	191	1602	1119	800	321	230	237	187	163	347	738	2628	303	79	3806	282	251	851	1613	571
36095_0_72_+|genomic|36095_0_72_+|peak_160|36095|0|72	88	238	210	273	5565	210	53	209	99	151	206	59	118	49	93	63	118	251	310	51	100	92	111	125	155	86	56	102	74	96	113	84	329	115	53	339	99	205	101	159	77
36096_20_60_+|genomic|36096_20_60_+|peak_161|36096|20|60	5	20	21	17	23	33	14	21	3	2	9	4	14	3	7	8	14	9	17	7	29	2	16	3	8	10	9	5	4	10	5	13	200	9	5	22	4	35	11	11	7
36097_0_72_+|genomic|36097_0_72_+|peak_162|36097|0|72	269	864	2954	1981	2556	2550	575	1694	851	700	918	83	1029	101	110	137	250	95	188	96	1521	185	1548	1150	788	314	220	236	201	162	343	754	2679	293	70	3883	240	252	872	1571	559
36098_0_72_+|genomic|36098_0_72_+|peak_163|36098|0|72	81	232	210	281	5614	203	70	185	96	130	190	64	124	83	95	55	145	254	340	59	102	74	113	154	162	76	60	98	66	96	104	75	347	125	63	368	100	200	93	154	96
36099_20_60_+|genomic|36099_20_60_+|peak_164|36099|20|60	5	18	17	12	26	33	8	23	4	8	6	2	18	7	1	4	8	16	20	7	34	3	16	8	8	5	10	4	7	5	7	7	209	5	2	16	5	24	8	11	8
36100_0_72_+|genomic|36100_0_72_+|peak_165|36100|0|72	263	872	3044	1970	2643	2614	598	1692	853	683	850	92	1086	87	118	122	259	100	185	88	1558	205	1669	1125	825	323	251	212	178	162	348	775	2698	305	80	3903	273	244	834	1637	624
36101_0_72_+|genomic|36101_0_72_+|peak_166|36101|0|72	65	219	222	251	5584	200	89	199	88	117	198	64	131	52	76	61	125	253	356	51	112	89	111	137	165	79	51	114	79	81	99	88	321	122	55	356	105	211	96	174	81
36104_0_60_+|genomic|36104_0_60_+|peak_167|36104|0|60	18	37	56	54	75	72	27	77	31	30	17	8	31	9	14	25	28	13	49	20	41	17	42	36	38	14	10	10	8	5	11	18	57	12	5	79	8	61	25	29	17
36105_0_60_+|genomic|36105_0_60_+|peak_168|36105|0|60	38	70	94	107	103	185	27	188	28	70	39	10	63	6	14	41	45	20	37	65	150	17	82	36	45	27	39	10	13	11	22	60	144	25	15	149	12	111	51	70	44
36332_0_72_+|genomic|36332_0_72_+|peak_169|36332|0|72	64	225	249	264	5559	215	72	203	92	124	203	61	147	60	86	56	117	263	310	66	115	76	116	134	158	74	66	86	72	74	96	70	326	121	73	343	89	200	95	171	93
36543_0_40_+|genomic|36543_0_40_+|peak_170|36543|0|40	23	46	27	89	32	20	30	25	14	26	27	16	22	19	24	12	26	88	233	36	29	22	12	7	8	28	21	23	23	24	31	28	167	36	19	77	34	57	24	24	27
36544_0_40_+|genomic|36544_0_40_+|peak_171|36544|0|40	24	44	21	81	31	25	31	25	11	19	41	17	17	17	28	16	20	90	236	37	24	25	12	8	10	27	12	24	14	24	27	18	145	33	19	73	31	64	24	22	21
5500_0_60_+|genomic|5500_0_60_+|peak_172|5500|0|60	16	8	34	14	4	29	6	11	28	3	111	35	11	39	47	5	6	120	168	16	24	59	20	149	3	4	14	61	46	51	50	10	69	95	43	94	58	6	5	12	9
5S::chr10:8656715-8656831(-)_60_100_+|genomic|5S::chr10:8656715-8656831(-)_60_100_+|peak_173|5S::chr10:8656715-8656831(-)|60|100	8	0	1	1	49	1	0	0	7	0	21	12	1	17	30	0	1	37	38	0	1	25	1	11	0	0	0	21	18	24	27	1	5	31	17	39	37	0	0	3	0
5S::chr1:230820249-230820360(+)_60_80_+|genomic|5S::chr1:230820249-230820360(+)_60_80_+|peak_174|5S::chr1:230820249-230820360(+)|60|80	6	52	3	12	1	7	32	10	0	78	3	2	9	5	3	7	14	6	9	37	8	4	2	2	1	2	12	3	1	4	3	2	45	4	3	16	4	75	7	2	1
5S::chr5:139012329-139012420(+)_40_91_+|genomic|5S::chr5:139012329-139012420(+)_40_91_+|peak_175|5S::chr5:139012329-139012420(+)|40|91	8	6	4	1	20	0	0	1	26	2	40	28	1	27	35	1	6	76	57	1	1	41	1	5	3	2	1	48	39	38	50	1	7	60	24	80	42	3	2	2	1
5S::chr6:17721784-17721898(-)_80_114_+|genomic|5S::chr6:17721784-17721898(-)_80_114_+|peak_176|5S::chr6:17721784-17721898(-)|80|114	14	42	17	10	13	9	11	26	9	19	13	8	27	10	14	1	8	6	9	5	12	11	6	16	14	7	12	14	11	13	10	10	33	14	9	27	9	30	12	10	15
ALR/Alpha::chr10:39131712-39164302(+)_15240_15280_+|genomic|ALR/Alpha::chr10:39131712-39164302(+)_15240_15280_+|peak_177|ALR/Alpha::chr10:39131712-39164302(+)|15240|15280	26	4	14	3	38	1	1	1	32	0	47	43	3	45	69	0	0	0	0	0	5	59	3	57	0	0	0	63	49	59	61	0	19	66	41	122	62	0	2	5	1
ALR/Alpha::chr10:41755350-41775379(+)_14760_14800_+|genomic|ALR/Alpha::chr10:41755350-41775379(+)_14760_14800_+|peak_178|ALR/Alpha::chr10:41755350-41775379(+)|14760|14800	63	8	36	7	152	4	2	2	142	0	213	96	7	107	133	1	13	323	298	3	6	118	8	184	4	2	3	132	111	116	128	3	23	142	128	174	130	13	6	47	4
ALR/Alpha::chr11:54970209-54987587(+)_13620_13660_+|genomic|ALR/Alpha::chr11:54970209-54987587(+)_13620_13660_+|peak_179|ALR/Alpha::chr11:54970209-54987587(+)|13620|13660	23	6	12	5	44	0	1	1	31	2	51	35	3	43	52	0	0	0	0	0	4	54	4	59	0	0	0	64	49	43	59	3	17	74	43	121	59	0	2	5	2
ALR/Alpha::chr11:55021432-55043729(-)_11300_11320_+|genomic|ALR/Alpha::chr11:55021432-55043729(-)_11300_11320_+|peak_180|ALR/Alpha::chr11:55021432-55043729(-)|11300|11320	11	21	40	12	6	11	10	24	0	12	8	7	7	7	8	14	19	19	26	9	6	4	5	6	4	7	23	14	7	8	8	5	46	11	13	23	10	13	3	2	6
ALR/Alpha::chr16:32481715-32491236(+)_1840_1880_+|genomic|ALR/Alpha::chr16:32481715-32491236(+)_1840_1880_+|peak_181|ALR/Alpha::chr16:32481715-32491236(+)|1840|1880	16	4	34	9	13	12	14	28	1	6	11	6	3	8	9	0	0	0	0	0	8	8	1	11	4	2	30	6	5	8	7	11	32	8	7	18	6	0	4	2	4
ALR/Alpha::chr4:51107681-51418810(+)_48740_48780_+|genomic|ALR/Alpha::chr4:51107681-51418810(+)_48740_48780_+|peak_182|ALR/Alpha::chr4:51107681-51418810(+)|48740|48780	7	28	13	12	2	8	6	17	3	11	14	8	18	5	11	5	6	6	8	3	8	14	8	3	14	18	15	13	12	8	10	8	27	13	10	22	11	7	3	4	14
AluJb::chr10:86427842-86428137(-)_60_100_+|genomic|AluJb::chr10:86427842-86428137(-)_60_100_+|peak_183|AluJb::chr10:86427842-86428137(-)|60|100	21	17	23	5	9	13	12	22	3	6	4	3	5	5	6	14	11	5	12	3	4	5	3	3	2	2	3	7	4	4	7	1	11	6	1	12	5	6	3	0	1
AluJo::chr19:36379388-36379690(-)_60_100_+|genomic|AluJo::chr19:36379388-36379690(-)_60_100_+|peak_184|AluJo::chr19:36379388-36379690(-)|60|100	0	0	1	1	0	0	0	0	0	0	5	10	0	17	17	0	0	10	11	0	0	15	0	0	0	0	0	14	15	15	16	0	1	19	15	0	19	0	0	0	0
AluJo::chr8:133606969-133607268(-)_240_280_+|genomic|AluJo::chr8:133606969-133607268(-)_240_280_+|peak_185|AluJo::chr8:133606969-133607268(-)|240|280	9	14	21	25	4	5	19	21	2	12	5	15	16	10	13	6	22	15	29	7	9	13	1	6	7	4	5	13	13	12	13	15	63	12	15	19	11	25	4	9	11
AluJr4::chr13:55360330-55360638(-)_140_180_+|genomic|AluJr4::chr13:55360330-55360638(-)_140_180_+|peak_186|AluJr4::chr13:55360330-55360638(-)|140|180	33	56	29	35	26	25	28	24	19	21	39	33	75	34	32	3	13	11	18	3	40	36	16	17	32	19	7	41	31	43	31	17	66	48	30	80	35	67	16	17	11
AluJr4::chr16:63213963-63214125(+)_60_100_+|genomic|AluJr4::chr16:63213963-63214125(+)_60_100_+|peak_187|AluJr4::chr16:63213963-63214125(+)|60|100	20	72	28	36	14	19	32	26	7	79	9	12	13	18	18	72	38	25	17	23	32	13	6	14	22	21	15	16	12	17	19	10	44	18	18	35	20	88	14	10	31
AluSg7::chr11:106774139-106774427(-)_20_60_+|genomic|AluSg7::chr11:106774139-106774427(-)_20_60_+|peak_188|AluSg7::chr11:106774139-106774427(-)|20|60	8	6	26	15	9	32	4	22	2	11	6	22	19	18	24	0	0	0	0	0	13	29	5	1	11	1	2	27	26	17	23	4	24	27	24	14	20	0	4	7	10
AluSg::chr1:192560970-192561282(+)_40_80_+|genomic|AluSg::chr1:192560970-192561282(+)_40_80_+|peak_189|AluSg::chr1:192560970-192561282(+)|40|80	10	9	9	30	13	11	23	20	2	10	9	5	12	5	8	26	45	54	162	84	21	8	6	4	3	5	2	7	4	7	10	21	69	9	8	36	9	82	15	12	12
AluSg::chrX:110505205-110505510(-)_40_80_+|genomic|AluSg::chrX:110505205-110505510(-)_40_80_+|peak_190|AluSg::chrX:110505205-110505510(-)|40|80	3	24	5	28	10	10	5	8	2	8	12	11	19	14	15	3	30	24	39	8	11	18	13	2	7	10	2	19	17	15	15	6	42	17	12	48	18	43	18	8	8
AluSp::chr18:38545765-38546058(-)_180_220_+|genomic|AluSp::chr18:38545765-38546058(-)_180_220_+|peak_191|AluSp::chr18:38545765-38546058(-)|180|220	6	18	4	11	7	4	21	4	0	5	4	3	6	6	4	0	0	0	0	0	17	5	6	1	5	18	4	5	4	6	5	11	27	8	4	12	4	0	3	8	1
AluSx4::chr12:88155828-88156120(+)_40_80_+|genomic|AluSx4::chr12:88155828-88156120(+)_40_80_+|peak_192|AluSx4::chr12:88155828-88156120(+)|40|80	6	4	2	19	9	8	10	15	2	9	6	5	11	3	5	13	32	37	136	61	19	2	5	4	3	1	4	5	4	2	3	17	55	4	7	33	5	55	12	13	4
AluSx::chr9:125190664-125190838(+)_20_60_+|genomic|AluSx::chr9:125190664-125190838(+)_20_60_+|peak_193|AluSx::chr9:125190664-125190838(+)|20|60	21	20	25	42	16	17	17	33	4	19	11	16	24	15	20	0	0	0	2	1	10	17	17	17	13	19	7	14	17	17	18	14	67	23	14	37	14	3	9	13	22
AluSz6::chr16:9209509-9209815(-)_180_220_+|genomic|AluSz6::chr16:9209509-9209815(-)_180_220_+|peak_194|AluSz6::chr16:9209509-9209815(-)|180|220	6	256	9	47	4	7	221	57	11	468	35	11	60	21	13	39	8	19	58	131	45	14	4	12	17	15	9	15	16	11	12	6	267	19	11	88	14	159	33	4	2
AluSz6::chr7:88133080-88133402(+)_120_160_+|genomic|AluSz6::chr7:88133080-88133402(+)_120_160_+|peak_195|AluSz6::chr7:88133080-88133402(+)|120|160	35	130	62	139	99	69	40	41	24	49	73	50	161	58	70	27	174	95	127	33	117	72	105	19	76	91	29	59	55	70	66	45	190	82	54	198	74	206	66	46	40
AluSz::chr3:111905357-111905651(-)_40_80_+|genomic|AluSz::chr3:111905357-111905651(-)_40_80_+|peak_196|AluSz::chr3:111905357-111905651(-)|40|80	5	1	6	1	2	0	0	0	1	0	18	10	0	11	17	0	0	0	0	0	2	15	1	20	0	0	0	17	14	9	13	0	0	14	8	13	13	0	0	1	0
AluSz::chr5:159863934-159864234(-)_220_260_+|genomic|AluSz::chr5:159863934-159864234(-)_220_260_+|peak_197|AluSz::chr5:159863934-159864234(-)|220|260	37	55	62	22	34	29	27	39	11	26	14	17	9	18	19	6	9	17	13	9	6	23	12	34	23	7	40	16	10	17	20	26	99	24	13	30	23	6	9	3	20
AluY::chr11:73769607-73769933(+)_160_200_+|genomic|AluY::chr11:73769607-73769933(+)_160_200_+|peak_198|AluY::chr11:73769607-73769933(+)|160|200	9	12	10	4	6	2	10	4	3	6	5	5	4	8	5	0	0	0	0	0	3	9	12	4	2	8	0	7	8	6	7	5	8	11	8	4	7	0	4	5	1
BSR/Beta::chr14_GL000225v1_random:32021-35565(+)_600_640_+|genomic|BSR/Beta::chr14_GL000225v1_random:32021-35565(+)_600_640_+|peak_199|BSR/Beta::chr14_GL000225v1_random:32021-35565(+)|600|640	11	23	78	19	19	9	15	35	6	13	7	5	15	8	3	14	3	12	15	20	15	5	13	9	15	7	77	7	2	3	5	8	81	8	5	28	12	9	2	3	21
BSR/Beta::chrY:25056266-25056930(+)_420_440_+|genomic|BSR/Beta::chrY:25056266-25056930(+)_420_440_+|peak_200|BSR/Beta::chrY:25056266-25056930(+)|420|440	8	9	2	5	25	0	3	3	3	0	16	23	1	27	30	0	2	29	17	0	2	22	0	23	5	0	0	30	22	26	24	2	13	32	26	10	25	1	0	2	1
Charlie19a::chr3:153091638-153091856(+)_120_160_+|genomic|Charlie19a::chr3:153091638-153091856(+)_120_160_+|peak_201|Charlie19a::chr3:153091638-153091856(+)|120|160	8	21	14	15	8	6	12	4	9	16	15	17	2	12	14	4	9	29	32	22	11	15	11	48	6	15	16	20	13	9	14	12	23	14	17	14	15	16	3	6	22
Charlie29a::chr12:92971725-92972105(+)_120_160_+|genomic|Charlie29a::chr12:92971725-92972105(+)_120_160_+|peak_202|Charlie29a::chr12:92971725-92972105(+)|120|160	2	1	5	1	3	0	0	0	7	0	7	15	0	14	21	0	3	39	50	0	0	17	1	3	0	0	0	21	11	17	17	0	2	23	16	26	14	0	0	3	1
Charlie2b::chr5:82228265-82228814(+)_180_220_+|genomic|Charlie2b::chr5:82228265-82228814(+)_180_220_+|peak_203|Charlie2b::chr5:82228265-82228814(+)|180|220	0	1	2	0	0	0	0	0	2	0	6	13	0	18	14	0	0	17	13	0	0	12	0	9	0	0	0	16	17	15	15	1	0	23	9	2	13	1	0	0	0
ENST00000006015.3_1500_1540_+|genomic|ENST00000006015.3_1500_1540_+|peak_204|ENST00000006015.3|1500|1540	13	55	39	23	18	17	13	42	12	9	12	5	35	8	8	12	5	6	15	6	4	9	13	14	13	11	60	8	3	6	5	21	96	12	3	39	2	10	3	8	18
ENST00000025301.3_5640_5660_+|genomic|ENST00000025301.3_5640_5660_+|peak_205|ENST00000025301.3|5640|5660	9	11	15	13	12	6	15	10	2	6	13	2	15	2	5	6	8	5	37	4	10	4	5	4	8	2	3	3	1	3	2	19	53	5	2	29	4	25	9	12	8
ENST00000086933.2_340_380_+|genomic|ENST00000086933.2_340_380_+|peak_206|ENST00000086933.2|340|380	44	108	9	12	157	2	88	27	17	116	53	41	13	43	60	26	14	53	52	120	17	49	3	16	9	1	0	48	32	47	42	1	101	68	45	93	56	84	14	8	1
ENST00000192788.5_2640_2680_+|genomic|ENST00000192788.5_2640_2680_+|peak_207|ENST00000192788.5|2640|2680	18	27	23	16	11	8	10	27	6	16	10	6	23	8	10	12	31	17	26	15	13	12	6	4	7	7	11	7	8	10	4	10	39	11	8	28	9	89	3	7	2
ENST00000193391.7_4760_4800_+|genomic|ENST00000193391.7_4760_4800_+|peak_208|ENST00000193391.7|4760|4800	14	25	27	22	15	15	12	38	2	17	11	9	14	6	14	19	9	11	20	4	6	7	3	5	8	6	31	7	6	11	4	8	62	14	9	31	6	16	3	3	3
ENST00000201963.3_1960_1980_+|genomic|ENST00000201963.3_1960_1980_+|peak_209|ENST00000201963.3|1960|1980	0	0	3	0	0	0	0	0	0	2	6	12	0	16	19	0	1	27	47	0	1	16	2	0	0	0	0	17	16	16	12	1	3	16	13	1	14	0	0	0	0
ENST00000202017.5_80_100_+|genomic|ENST00000202017.5_80_100_+|peak_210|ENST00000202017.5|80|100	3	3	3	0	47	0	0	0	9	0	14	23	0	28	33	0	2	37	28	0	0	27	1	11	0	0	0	26	25	30	30	0	8	38	23	11	32	0	0	4	0
ENST00000215368.3_160_200_+|genomic|ENST00000215368.3_160_200_+|peak_211|ENST00000215368.3|160|200	6	18	16	24	13	13	13	12	5	10	15	11	17	12	9	8	21	21	26	7	13	15	8	5	8	3	4	12	13	12	15	7	25	23	15	58	13	39	9	4	7
