feature	csFTC-2_1	csFTC-3_1	csFTC-4_1	csFTC-5_1	csFTC-6_1	csFTC-7_1	csFTC-8_1	csFTC-10_1	csFTC-11_1	csFTC-13_1	csFTC-14_1	csFTC-15_1	csFTC-20_1	csFTC-1_1	csFTC-16_1	csFTC-17_1	csFTC-18_1	csFTC-19_1	csFTC-21_1	csFTC-22_1	csFTA-1_1	csFTA-2_1	csFTA-3_1	csFTA-4_1	csFTA-6_1	csFTA-10_1	csFTA-11_1	csFTA-12_1	csFTA-13_1	csFTA-15_1	csFTA-16_1	csFTA-17_1	csFTA-18_1	csFTA-9_1	csFTA-20_1	csFTA-23_1	csFTA-24_1
31485_0_72_+|genomic|31485_0_72_+|peak_121|31485|0|72	100	82	187	107	88	240	146	126	43	22	32	41	89	13	25	100	64	19	21	24	36	64	68	44	157	162	137	139	186	195	23	23	62	63	56	28	30
31864_0_40_+|genomic|31864_0_40_+|peak_122|31864|0|40	22	36	4	12	3	4	60	44	3	0	2	0	2	2	7	6	17	0	0	1	4	2	2	1	2	47	5	2	44	55	8	5	2	1	1	3	6
32723_0_60_+|genomic|32723_0_60_+|peak_123|32723|0|60	41	53	90	32	85	368	23	31	83	19	23	34	40	4	6	77	33	5	4	6	34	35	96	69	100	31	114	96	25	24	5	11	8	59	12	13	8
32724_20_60_+|genomic|32724_20_60_+|peak_124|32724|20|60	37	18	27	12	6	1	7	13	47	20	58	32	4	32	24	20	19	20	9	16	13	25	8	17	6	13	1	1	20	14	23	26	91	129	76	29	23
33463_40_73_+|genomic|33463_40_73_+|peak_125|33463|40|73	11	16	14	49	1	7	20	21	2	1	0	0	5	2	0	19	2	2	2	2	0	2	1	3	5	25	0	0	26	29	2	1	2	2	1	1	1
34158_0_60_+|genomic|34158_0_60_+|peak_126|34158|0|60	29	48	104	26	85	380	19	32	108	12	32	33	37	3	4	62	34	8	6	4	39	43	107	68	113	27	119	89	28	26	9	11	5	68	12	4	8
34160_0_60_+|genomic|34160_0_60_+|peak_127|34160|0|60	22	28	65	13	42	178	25	20	42	14	17	18	21	5	5	43	19	9	4	2	19	31	46	39	60	19	55	47	20	28	2	8	1	44	13	6	5
34161_0_60_+|genomic|34161_0_60_+|peak_128|34161|0|60	23	37	68	16	41	203	29	19	53	9	21	15	25	4	4	46	29	4	3	7	26	27	54	40	57	23	59	63	16	27	5	5	3	33	5	4	6
34162_0_60_+|genomic|34162_0_60_+|peak_129|34162|0|60	35	47	112	26	78	332	31	27	113	22	30	31	39	5	4	62	30	8	4	8	29	40	106	63	113	32	120	97	23	32	5	10	6	66	8	16	5
34166_0_60_+|genomic|34166_0_60_+|peak_130|34166|0|60	34	50	88	22	78	343	24	27	107	20	25	48	44	2	6	54	32	7	4	5	23	53	80	67	114	21	118	80	27	27	10	15	5	60	13	12	9
34168_0_60_+|genomic|34168_0_60_+|peak_131|34168|0|60	22	25	61	12	37	180	29	33	49	13	16	14	24	3	4	31	30	1	3	5	23	30	45	26	58	22	60	57	13	12	4	9	5	31	8	2	4
34171_0_60_+|genomic|34171_0_60_+|peak_132|34171|0|60	59	96	131	48	47	348	54	46	334	47	96	93	34	11	14	204	30	18	8	10	58	68	177	154	125	43	129	135	58	54	18	21	30	94	35	8	18
34174_0_60_+|genomic|34174_0_60_+|peak_133|34174|0|60	42	50	102	27	78	358	24	30	112	16	27	29	39	0	5	59	25	8	8	3	33	56	109	66	90	27	121	86	23	34	4	14	6	64	7	15	2
35057_0_40_+|genomic|35057_0_40_+|peak_134|35057|0|40	73	21	140	21	30	85	38	38	32	9	10	22	40	5	29	55	20	3	2	5	11	42	87	48	29	44	75	61	62	61	9	9	14	18	13	7	0
35058_0_71_+|genomic|35058_0_71_+|peak_135|35058|0|71	133	95	217	71	85	379	86	109	187	29	31	40	86	8	37	187	66	9	8	14	45	65	164	156	98	90	185	113	104	108	15	22	17	67	31	15	24
35059_40_60_+|genomic|35059_40_60_+|peak_136|35059|40|60	2	11	5	1	0	0	46	38	1	0	0	0	1	0	2	1	1	0	0	0	1	1	2	1	0	45	0	0	75	29	1	3	0	1	1	1	7
35060_0_71_+|genomic|35060_0_71_+|peak_137|35060|0|71	115	94	223	86	81	360	96	101	192	23	45	44	82	7	47	184	65	16	4	7	49	72	148	151	106	92	174	106	119	120	14	18	13	62	30	18	24
35061_0_60_+|genomic|35061_0_60_+|peak_138|35061|0|60	75	70	190	73	62	343	93	113	317	30	41	48	74	8	43	227	64	11	8	8	43	61	155	211	85	87	199	113	107	123	19	16	15	59	25	13	37
35320_0_40_+|genomic|35320_0_40_+|peak_139|35320|0|40	4	6	8	8	0	5	23	18	2	2	6	6	1	2	2	3	1	1	1	3	1	1	3	1	3	22	0	2	14	15	0	5	7	7	2	3	2
35692_40_60_+|genomic|35692_40_60_+|peak_140|35692|40|60	11	13	12	47	0	9	16	15	5	0	2	1	4	1	1	29	2	1	1	2	0	1	0	0	4	17	0	0	23	23	2	0	3	3	0	0	8
35831_60_80_+|genomic|35831_60_80_+|peak_141|35831|60|80	3	3	9	1	2	0	13	17	6	0	1	2	0	1	1	1	1	0	2	3	3	4	5	2	5	20	3	0	23	15	1	2	0	3	1	3	1
35832_0_20_+|genomic|35832_0_20_+|peak_142|35832|0|20	16	63	14	75	3	10	192	199	23	7	17	5	3	6	9	76	8	3	1	11	6	5	8	7	6	206	1	3	24	216	28	13	10	6	16	9	99
35943_0_40_+|genomic|35943_0_40_+|peak_143|35943|0|40	131	16	51	20	51	28	71	74	3	8	4	6	34	2	3	19	7	12	8	9	12	8	6	9	60	84	15	12	199	80	12	14	17	12	13	6	10
35974_0_72_+|genomic|35974_0_72_+|peak_144|35974|0|72	562	206	251	265	25	93	344	361	364	155	242	157	30	119	70	344	184	122	118	116	51	81	63	58	68	370	71	46	465	488	226	121	259	538	198	139	187
36013_0_60_+|genomic|36013_0_60_+|peak_145|36013|0|60	39	52	29	249	5	47	193	187	19	17	22	10	9	6	9	213	12	5	4	2	15	11	11	11	30	199	8	14	43	327	33	11	12	20	18	3	47
36070_0_60_+|genomic|36070_0_60_+|peak_146|36070|0|60	41	51	49	45	24	152	45	57	51	8	12	14	10	6	10	54	25	7	2	3	11	25	33	31	40	45	31	32	58	57	3	5	10	16	11	7	12
36072_0_60_+|genomic|36072_0_60_+|peak_147|36072|0|60	21	46	55	37	20	153	45	51	54	4	15	18	11	1	13	53	28	1	4	3	15	25	36	28	36	59	27	35	67	47	6	6	7	18	15	4	11
36074_0_60_+|genomic|36074_0_60_+|peak_148|36074|0|60	20	47	42	55	21	133	54	46	54	3	17	16	11	5	10	36	25	5	6	2	16	23	32	21	40	48	27	29	76	60	5	6	11	27	13	4	24
36076_0_60_+|genomic|36076_0_60_+|peak_149|36076|0|60	17	55	41	47	19	139	57	58	54	5	16	13	9	2	9	55	23	6	3	4	21	15	37	33	44	48	29	34	71	52	10	4	6	20	18	4	25
36080_20_60_+|genomic|36080_20_60_+|peak_150|36080|20|60	50	6	11	4	9	13	11	7	7	2	3	4	4	2	0	3	12	5	1	0	4	5	3	10	7	7	9	6	11	5	1	1	3	4	3	1	3
36082_40_60_+|genomic|36082_40_60_+|peak_151|36082|40|60	6	5	7	2	7	15	10	7	3	1	1	2	7	0	0	3	7	1	1	1	3	2	1	1	19	9	6	5	13	8	2	5	2	4	2	0	2
36083_40_72_+|genomic|36083_40_72_+|peak_152|36083|40|72	9	1	10	0	7	12	14	11	1	0	2	1	4	0	0	1	0	2	1	0	0	4	2	2	25	15	4	8	18	13	1	1	1	1	1	0	0
36088_0_71_+|genomic|36088_0_71_+|peak_153|36088|0|71	105	75	223	70	80	361	102	98	194	19	42	43	83	10	43	173	70	12	4	9	38	69	155	135	115	107	179	127	120	128	13	22	15	44	37	13	35
36089_0_72_+|genomic|36089_0_72_+|peak_154|36089|0|72	105	76	193	77	83	216	142	155	59	23	25	40	86	22	24	94	47	17	20	17	26	50	59	56	153	161	132	110	193	215	26	23	48	54	55	25	35
36090_20_60_+|genomic|36090_20_60_+|peak_155|36090|20|60	47	7	9	1	9	18	6	9	4	3	3	4	1	0	2	3	10	3	1	2	3	5	3	6	6	13	10	5	7	9	2	0	2	5	4	0	1
36091_0_72_+|genomic|36091_0_72_+|peak_156|36091|0|72	130	474	865	192	74	1153	430	512	330	60	80	142	297	10	56	250	103	23	3	22	159	349	492	547	313	371	495	701	147	699	19	51	38	119	46	56	36
36092_0_72_+|genomic|36092_0_72_+|peak_157|36092|0|72	115	69	201	88	78	217	150	135	64	30	28	34	83	10	25	118	64	18	19	13	32	62	64	59	147	151	138	121	196	206	30	17	47	60	63	21	25
36093_20_60_+|genomic|36093_20_60_+|peak_158|36093|20|60	48	6	15	4	9	15	6	7	9	3	2	3	5	2	1	6	13	1	1	2	1	9	4	8	8	9	9	7	6	6	3	1	1	5	0	0	4
36094_0_72_+|genomic|36094_0_72_+|peak_159|36094|0|72	127	456	876	177	71	1177	450	499	348	64	82	134	303	15	51	238	79	19	2	18	164	319	459	512	341	406	510	709	177	716	21	48	31	136	49	66	33
36095_0_72_+|genomic|36095_0_72_+|peak_160|36095|0|72	117	88	204	116	87	235	145	129	59	16	32	33	95	25	26	104	67	18	23	11	36	73	77	51	147	162	134	132	183	191	21	26	48	57	47	23	26
36096_20_60_+|genomic|36096_20_60_+|peak_161|36096|20|60	49	9	18	7	10	16	10	7	5	1	0	4	4	0	0	5	18	2	0	1	3	7	5	8	9	7	8	3	10	5	0	1	3	4	3	1	1
36097_0_72_+|genomic|36097_0_72_+|peak_162|36097|0|72	124	454	890	200	68	1167	439	478	318	67	78	163	310	16	45	215	78	16	1	16	186	333	483	502	318	383	497	726	157	735	20	61	43	133	40	63	38
36098_0_72_+|genomic|36098_0_72_+|peak_163|36098|0|72	120	92	209	89	85	235	139	148	68	20	39	39	99	24	21	96	66	32	22	16	22	64	78	49	157	148	142	118	178	195	28	27	54	58	55	28	30
36099_20_60_+|genomic|36099_20_60_+|peak_164|36099|20|60	52	8	14	4	9	16	7	7	8	0	2	2	5	3	2	3	20	2	1	1	5	11	6	7	7	7	9	4	12	6	1	1	2	2	2	0	2
36100_0_72_+|genomic|36100_0_72_+|peak_165|36100|0|72	116	430	893	201	74	1175	437	510	355	57	76	147	316	15	48	258	85	17	4	16	186	351	502	537	311	386	494	710	155	684	22	54	40	131	45	65	32
36101_0_72_+|genomic|36101_0_72_+|peak_166|36101|0|72	116	90	193	100	85	244	136	131	60	15	33	27	94	13	32	95	50	24	18	19	44	67	64	60	144	151	134	124	209	190	26	18	39	53	50	23	29
36104_0_60_+|genomic|36104_0_60_+|peak_167|36104|0|60	16	14	36	17	11	32	19	17	9	5	3	6	6	1	2	15	6	2	0	1	13	11	19	14	26	10	29	23	19	21	2	2	8	13	6	4	6
36105_0_60_+|genomic|36105_0_60_+|peak_168|36105|0|60	31	60	85	23	83	356	26	29	98	13	39	38	35	0	4	59	36	3	3	9	27	41	103	60	110	28	121	90	34	39	7	10	2	83	10	7	4
36332_0_72_+|genomic|36332_0_72_+|peak_169|36332|0|72	117	80	184	90	79	235	143	122	70	22	30	38	97	25	22	107	51	14	20	12	31	77	71	66	155	151	132	119	176	211	22	25	54	57	54	33	35
36543_0_40_+|genomic|36543_0_40_+|peak_170|36543|0|40	60	34	84	6	1	7	43	42	29	28	31	29	3	26	16	14	41	24	15	10	10	15	17	14	16	45	3	4	59	48	21	41	54	62	57	41	30
36544_0_40_+|genomic|36544_0_40_+|peak_171|36544|0|40	66	33	81	9	3	8	38	37	32	25	30	15	5	28	15	27	27	33	15	14	10	16	22	13	10	39	0	6	67	45	29	34	51	58	42	33	32
5500_0_60_+|genomic|5500_0_60_+|peak_172|5500|0|60	25	74	15	5	3	23	82	82	9	1	4	4	9	2	7	23	126	3	0	0	7	8	16	8	3	91	6	6	98	97	14	7	3	3	11	3	22
5S::chr10:8656715-8656831(-)_60_100_+|genomic|5S::chr10:8656715-8656831(-)_60_100_+|peak_173|5S::chr10:8656715-8656831(-)|60|100	1	6	0	6	0	1	35	43	0	0	0	0	1	0	0	8	0	0	0	2	0	0	1	0	1	40	1	0	27	52	8	0	0	0	2	1	7
5S::chr1:230820249-230820360(+)_60_80_+|genomic|5S::chr1:230820249-230820360(+)_60_80_+|peak_174|5S::chr1:230820249-230820360(+)|60|80	28	0	12	4	7	16	5	4	1	0	0	0	1	0	0	4	0	1	2	0	6	2	1	0	7	4	1	1	4	6	3	0	1	0	1	1	0
5S::chr5:139012329-139012420(+)_40_91_+|genomic|5S::chr5:139012329-139012420(+)_40_91_+|peak_175|5S::chr5:139012329-139012420(+)|40|91	1	20	6	1	0	0	63	58	2	1	0	0	1	1	1	10	0	0	7	1	2	0	1	0	0	62	0	0	80	70	10	6	0	2	1	0	16
5S::chr6:17721784-17721898(-)_80_114_+|genomic|5S::chr6:17721784-17721898(-)_80_114_+|peak_176|5S::chr6:17721784-17721898(-)|80|114	8	4	24	3	0	4	14	13	11	8	6	11	1	7	0	6	3	7	2	13	11	2	1	5	5	15	0	3	9	10	6	7	8	16	15	6	5
ALR/Alpha::chr10:39131712-39164302(+)_15240_15280_+|genomic|ALR/Alpha::chr10:39131712-39164302(+)_15240_15280_+|peak_177|ALR/Alpha::chr10:39131712-39164302(+)|15240|15280	0	3	2	33	0	0	64	77	4	1	4	1	0	0	0	19	0	0	0	0	2	1	0	0	1	92	0	0	0	85	9	0	0	0	0	0	4
ALR/Alpha::chr10:41755350-41775379(+)_14760_14800_+|genomic|ALR/Alpha::chr10:41755350-41775379(+)_14760_14800_+|peak_178|ALR/Alpha::chr10:41755350-41775379(+)|14760|14800	16	12	8	109	2	2	152	146	16	3	16	0	2	0	11	81	0	0	9	0	1	2	2	2	1	149	2	0	261	221	40	6	2	1	0	0	64
ALR/Alpha::chr11:54970209-54987587(+)_13620_13660_+|genomic|ALR/Alpha::chr11:54970209-54987587(+)_13620_13660_+|peak_179|ALR/Alpha::chr11:54970209-54987587(+)|13620|13660	0	3	2	30	0	0	70	65	2	1	6	2	0	0	1	20	0	0	0	0	1	1	0	0	0	80	0	0	0	84	9	2	0	0	0	0	10
ALR/Alpha::chr11:55021432-55043729(-)_11300_11320_+|genomic|ALR/Alpha::chr11:55021432-55043729(-)_11300_11320_+|peak_180|ALR/Alpha::chr11:55021432-55043729(-)|11300|11320	18	19	10	13	6	7	8	8	30	37	32	38	3	47	13	32	29	33	26	80	5	5	10	7	9	13	4	3	14	9	32	50	49	18	71	39	41
ALR/Alpha::chr16:32481715-32491236(+)_1840_1880_+|genomic|ALR/Alpha::chr16:32481715-32491236(+)_1840_1880_+|peak_181|ALR/Alpha::chr16:32481715-32491236(+)|1840|1880	0	16	6	12	0	6	11	12	51	26	50	55	3	28	5	15	18	18	0	38	2	12	10	9	10	8	0	5	0	11	33	28	37	24	67	54	42
ALR/Alpha::chr4:51107681-51418810(+)_48740_48780_+|genomic|ALR/Alpha::chr4:51107681-51418810(+)_48740_48780_+|peak_182|ALR/Alpha::chr4:51107681-51418810(+)|48740|48780	5	9	7	4	3	18	13	14	18	34	15	46	1	22	11	24	34	28	9	40	4	3	5	4	5	17	3	2	3	16	29	29	28	11	44	39	22
AluJb::chr10:86427842-86428137(-)_60_100_+|genomic|AluJb::chr10:86427842-86428137(-)_60_100_+|peak_183|AluJb::chr10:86427842-86428137(-)|60|100	26	25	6	4	0	7	5	6	52	60	66	103	0	32	7	28	22	26	19	47	3	14	9	15	9	5	1	0	4	3	26	39	48	36	48	20	32
AluJo::chr19:36379388-36379690(-)_60_100_+|genomic|AluJo::chr19:36379388-36379690(-)_60_100_+|peak_184|AluJo::chr19:36379388-36379690(-)|60|100	0	9	0	0	0	0	19	22	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	24	0	0	6	24	1	1	0	0	0	1	5
AluJo::chr8:133606969-133607268(-)_240_280_+|genomic|AluJo::chr8:133606969-133607268(-)_240_280_+|peak_185|AluJo::chr8:133606969-133607268(-)|240|280	32	3	15	1	0	3	16	12	5	8	8	9	4	14	5	10	10	15	13	21	9	5	6	2	6	19	0	1	17	14	14	15	19	10	27	13	25
AluJr4::chr13:55360330-55360638(-)_140_180_+|genomic|AluJr4::chr13:55360330-55360638(-)_140_180_+|peak_186|AluJr4::chr13:55360330-55360638(-)|140|180	9	6	70	7	1	8	43	36	3	8	16	8	5	1	0	2	1	3	1	3	5	15	5	3	7	45	0	4	9	47	4	7	6	5	17	4	6
AluJr4::chr16:63213963-63214125(+)_60_100_+|genomic|AluJr4::chr16:63213963-63214125(+)_60_100_+|peak_187|AluJr4::chr16:63213963-63214125(+)|60|100	19	4	23	9	1	18	14	17	11	5	12	9	4	1	4	9	3	8	1	1	7	4	1	4	11	27	1	3	22	21	6	2	8	2	3	4	8
AluSg7::chr11:106774139-106774427(-)_20_60_+|genomic|AluSg7::chr11:106774139-106774427(-)_20_60_+|peak_188|AluSg7::chr11:106774139-106774427(-)|20|60	0	2	7	1	0	1	25	26	0	1	0	2	0	0	0	0	1	0	0	0	2	3	0	0	0	27	0	1	0	33	0	1	0	0	1	0	0
AluSg::chr1:192560970-192561282(+)_40_80_+|genomic|AluSg::chr1:192560970-192561282(+)_40_80_+|peak_189|AluSg::chr1:192560970-192561282(+)|40|80	103	24	32	6	1	0	8	11	18	9	16	12	0	18	4	14	9	12	19	24	5	12	14	5	0	11	0	0	44	9	7	19	23	26	41	15	28
AluSg::chrX:110505205-110505510(-)_40_80_+|genomic|AluSg::chrX:110505205-110505510(-)_40_80_+|peak_190|AluSg::chrX:110505205-110505510(-)|40|80	17	2	16	1	5	0	19	20	2	1	1	4	0	1	1	3	0	4	1	1	2	0	3	1	1	19	1	0	18	21	4	1	1	0	4	1	2
AluSp::chr18:38545765-38546058(-)_180_220_+|genomic|AluSp::chr18:38545765-38546058(-)_180_220_+|peak_191|AluSp::chr18:38545765-38546058(-)|180|220	0	2	2	1	0	0	7	8	9	5	13	9	0	15	5	10	10	16	0	8	0	3	3	1	0	7	0	2	0	7	7	15	36	12	37	30	18
AluSx4::chr12:88155828-88156120(+)_40_80_+|genomic|AluSx4::chr12:88155828-88156120(+)_40_80_+|peak_192|AluSx4::chr12:88155828-88156120(+)|40|80	68	19	22	3	0	0	6	5	15	7	20	5	0	14	3	7	9	9	19	17	6	6	13	2	0	6	1	0	37	9	11	11	15	18	30	16	20
AluSx::chr9:125190664-125190838(+)_20_60_+|genomic|AluSx::chr9:125190664-125190838(+)_20_60_+|peak_193|AluSx::chr9:125190664-125190838(+)|20|60	1	18	27	11	0	0	22	19	13	18	16	16	0	18	5	13	14	19	0	25	9	9	6	14	0	25	0	1	0	20	17	12	53	32	53	25	30
AluSz6::chr16:9209509-9209815(-)_180_220_+|genomic|AluSz6::chr16:9209509-9209815(-)_180_220_+|peak_194|AluSz6::chr16:9209509-9209815(-)|180|220	81	2	74	0	29	6	18	16	0	0	1	1	23	24	3	5	1	12	0	1	3	21	9	0	8	18	1	0	15	20	0	2	12	3	14	8	1
AluSz6::chr7:88133080-88133402(+)_120_160_+|genomic|AluSz6::chr7:88133080-88133402(+)_120_160_+|peak_195|AluSz6::chr7:88133080-88133402(+)|120|160	89	10	87	7	32	107	70	79	12	11	9	7	31	7	8	5	10	19	6	12	6	9	9	11	52	85	15	57	84	83	4	23	11	13	21	23	7
AluSz::chr3:111905357-111905651(-)_40_80_+|genomic|AluSz::chr3:111905357-111905651(-)_40_80_+|peak_196|AluSz::chr3:111905357-111905651(-)|40|80	0	2	2	6	0	0	18	16	5	0	1	1	0	0	1	15	0	0	0	0	1	1	0	1	0	18	0	0	0	35	4	0	0	0	0	0	4
AluSz::chr5:159863934-159864234(-)_220_260_+|genomic|AluSz::chr5:159863934-159864234(-)_220_260_+|peak_197|AluSz::chr5:159863934-159864234(-)|220|260	20	36	12	5	13	10	20	22	99	52	78	125	1	86	21	54	70	49	9	76	15	14	14	12	19	27	8	7	10	22	59	55	78	37	95	61	55
AluY::chr11:73769607-73769933(+)_160_200_+|genomic|AluY::chr11:73769607-73769933(+)_160_200_+|peak_198|AluY::chr11:73769607-73769933(+)|160|200	0	5	15	1	0	0	8	7	45	20	35	12	1	27	20	12	11	20	0	11	3	2	0	6	0	11	0	0	0	12	42	21	73	95	66	30	20
BSR/Beta::chr14_GL000225v1_random:32021-35565(+)_600_640_+|genomic|BSR/Beta::chr14_GL000225v1_random:32021-35565(+)_600_640_+|peak_199|BSR/Beta::chr14_GL000225v1_random:32021-35565(+)|600|640	14	40	14	13	0	7	9	7	72	85	46	85	2	114	43	68	65	72	51	154	6	10	17	11	17	9	3	2	11	10	76	137	133	50	173	127	74
BSR/Beta::chrY:25056266-25056930(+)_420_440_+|genomic|BSR/Beta::chrY:25056266-25056930(+)_420_440_+|peak_200|BSR/Beta::chrY:25056266-25056930(+)|420|440	3	5	0	9	0	0	35	29	3	4	9	3	1	3	6	54	6	4	1	3	0	2	2	0	0	27	0	0	23	49	12	4	14	6	7	9	5
Charlie19a::chr3:153091638-153091856(+)_120_160_+|genomic|Charlie19a::chr3:153091638-153091856(+)_120_160_+|peak_201|Charlie19a::chr3:153091638-153091856(+)|120|160	10	3	7	12	9	11	22	19	1	1	2	0	4	0	2	17	1	2	0	1	2	2	0	2	5	18	8	5	25	23	8	2	2	0	2	1	5
Charlie29a::chr12:92971725-92972105(+)_120_160_+|genomic|Charlie29a::chr12:92971725-92972105(+)_120_160_+|peak_202|Charlie29a::chr12:92971725-92972105(+)|120|160	4	2	0	5	0	0	20	25	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	26	0	0	35	21	3	0	0	0	0	1	2
Charlie2b::chr5:82228265-82228814(+)_180_220_+|genomic|Charlie2b::chr5:82228265-82228814(+)_180_220_+|peak_203|Charlie2b::chr5:82228265-82228814(+)|180|220	0	2	0	0	0	0	20	18	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	21	0	0	15	17	1	0	0	0	0	0	0
ENST00000006015.3_1500_1540_+|genomic|ENST00000006015.3_1500_1540_+|peak_204|ENST00000006015.3|1500|1540	6	29	12	8	5	45	5	6	29	61	45	73	1	44	21	113	107	103	25	239	12	10	15	15	11	5	4	6	0	5	53	189	58	32	82	73	46
ENST00000025301.3_5640_5660_+|genomic|ENST00000025301.3_5640_5660_+|peak_205|ENST00000025301.3|5640|5660	17	9	9	11	4	3	2	5	15	8	13	23	1	12	1	2	8	11	1	17	5	5	4	4	2	4	0	1	4	4	12	12	25	12	30	8	7
ENST00000086933.2_340_380_+|genomic|ENST00000086933.2_340_380_+|peak_206|ENST00000086933.2|340|380	63	21	29	64	6	0	56	57	10	1	3	1	4	2	4	24	0	5	2	0	7	14	5	0	2	54	1	1	53	67	7	3	8	6	9	2	18
ENST00000192788.5_2640_2680_+|genomic|ENST00000192788.5_2640_2680_+|peak_207|ENST00000192788.5|2640|2680	25	3	12	6	1	7	7	4	3	7	11	9	2	10	2	8	5	9	10	9	4	5	3	3	9	8	7	3	23	8	1	12	13	1	44	5	6
ENST00000193391.7_4760_4800_+|genomic|ENST00000193391.7_4760_4800_+|peak_208|ENST00000193391.7|4760|4800	28	26	4	8	3	0	10	10	60	55	73	76	3	45	6	22	31	24	34	73	5	11	12	11	2	8	5	5	10	9	20	49	61	31	86	29	26
ENST00000201963.3_1960_1980_+|genomic|ENST00000201963.3_1960_1980_+|peak_209|ENST00000201963.3|1960|1980	2	4	0	0	0	0	17	18	0	0	0	1	0	0	0	1	0	0	1	1	0	3	0	1	0	20	0	0	24	21	4	2	1	0	1	2	4
ENST00000202017.5_80_100_+|genomic|ENST00000202017.5_80_100_+|peak_210|ENST00000202017.5|80|100	2	1	0	24	0	2	32	34	3	0	0	1	0	0	0	32	0	0	0	0	0	1	0	0	0	36	0	0	30	39	8	0	1	0	0	0	6
ENST00000215368.3_160_200_+|genomic|ENST00000215368.3_160_200_+|peak_211|ENST00000215368.3|160|200	14	8	15	6	3	6	15	17	6	8	8	18	0	6	3	6	5	2	1	1	2	4	7	4	5	20	7	2	22	20	4	4	5	8	9	2	1
ENST00000216144.3_560_600_+|genomic|ENST00000216144.3_560_600_+|peak_212|ENST00000216144.3|560|600	1	55	11	15	0	23	14	15	60	102	62	140	1	63	34	66	76	65	0	149	13	12	18	12	6	18	0	11	0	19	75	95	87	61	120	106	84
ENST00000217402.2_0_40_+|genomic|ENST00000217402.2_0_40_+|peak_213|ENST00000217402.2|0|40	27	6	23	10	0	0	25	22	8	4	3	14	0	1	0	4	1	4	2	3	10	6	4	2	2	25	0	0	26	23	5	0	6	2	8	3	4
ENST00000218006.2_3640_3680_+|genomic|ENST00000218006.2_3640_3680_+|peak_214|ENST00000218006.2|3640|3680	0	19	39	17	0	8	31	34	22	18	30	25	3	18	10	25	12	24	0	28	26	18	16	9	2	33	0	2	0	32	30	20	38	42	44	18	24
ENST00000222753.5_4100_4140_+|genomic|ENST00000222753.5_4100_4140_+|peak_215|ENST00000222753.5|4100|4140	27	8	9	6	4	4	5	10	21	16	14	28	0	26	7	45	64	26	28	73	1	2	3	3	1	7	1	0	6	9	25	52	23	10	47	18	11
ENST00000228641.3_180_200_+|genomic|ENST00000228641.3_180_200_+|peak_216|ENST00000228641.3|180|200	8	1	12	2	0	1	19	13	1	3	2	2	3	0	0	1	0	1	1	1	1	1	1	0	0	20	1	2	21	16	4	2	3	0	3	1	3
ENST00000229633.6_560_600_+|genomic|ENST00000229633.6_560_600_+|peak_217|ENST00000229633.6|560|600	1	4	1	15	0	0	11	13	1	2	1	1	0	0	0	58	0	1	1	0	0	1	0	0	1	22	0	0	10	17	7	1	1	0	0	1	13
ENST00000229769.2_220_240_+|genomic|ENST00000229769.2_220_240_+|peak_218|ENST00000229769.2|220|240	73	14	37	10	2	1	14	13	25	16	95	23	1	27	3	12	17	28	8	19	10	17	7	20	0	17	0	1	14	14	10	11	46	34	68	19	16
ENST00000233638.7_1220_1260_+|genomic|ENST00000233638.7_1220_1260_+|peak_219|ENST00000233638.7|1220|1260	22	15	6	1	0	5	11	13	2	0	1	0	1	2	2	3	0	0	1	0	1	4	0	2	0	15	0	0	27	14	3	6	0	2	0	1	3
ENST00000234961.6_2640_2660_+|genomic|ENST00000234961.6_2640_2660_+|peak_220|ENST00000234961.6|2640|2660	0	9	14	2	0	1	35	32	11	7	10	10	0	16	2	11	16	12	0	9	10	12	3	5	0	29	0	0	0	30	12	17	27	14	49	13	11
ENST00000235345.5_3940_3960_+|genomic|ENST00000235345.5_3940_3960_+|peak_221|ENST00000235345.5|3940|3960	10	3	19	7	0	0	9	9	6	5	9	2	1	3	3	2	3	4	1	6	7	3	4	5	1	11	0	3	6	12	3	7	12	6	13	4	5
ENST00000237281.4_20_60_+|genomic|ENST00000237281.4_20_60_+|peak_222|ENST00000237281.4|20|60	42	8	10	6	1	1	3	2	2	0	13	3	0	0	0	2	4	0	4	2	16	9	14	5	1	5	3	0	17	4	1	4	3	1	2	3	3
ENST00000237316.3_200_240_+|genomic|ENST00000237316.3_200_240_+|peak_223|ENST00000237316.3|200|240	0	1	0	1	0	0	31	33	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	31	0	0	58	25	8	1	0	0	0	0	10
ENST00000239223.3_20_60_+|genomic|ENST00000239223.3_20_60_+|peak_224|ENST00000239223.3|20|60	27	29	8	6	5	12	15	18	54	21	35	60	3	12	3	9	1	8	5	10	10	17	15	14	3	19	9	3	16	16	10	8	14	27	13	14	5
ENST00000239450.4_140_180_+|genomic|ENST00000239450.4_140_180_+|peak_225|ENST00000239450.4|140|180	17	1	7	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	4	1	0	2	0	0	1	2	0	0	8	0	1	1	2
